year,month,day,flow_cfs,Source
1981,4,5,1340,USGS_12358500
1981,4,6,1380,USGS_12358500
1981,4,7,1340,USGS_12358500
1981,4,8,1290,USGS_12358500
1981,4,9,1290,USGS_12358500
1981,4,10,1250,USGS_12358500
1981,4,11,1200,USGS_12358500
1981,4,12,1190,USGS_12358500
1981,4,13,1150,USGS_12358500
1981,4,14,1100,USGS_12358500
1981,4,15,1090,USGS_12358500
1981,4,16,1230,USGS_12358500
1981,4,17,1650,USGS_12358500
1981,4,18,1990,USGS_12358500
1981,4,19,2440,USGS_12358500
1981,4,20,2910,USGS_12358500
1981,4,21,3970,USGS_12358500
1981,4,22,4160,USGS_12358500
1981,4,23,4220,USGS_12358500
1981,4,24,7340,USGS_12358500
1981,4,25,10600,USGS_12358500
1981,4,26,8660,USGS_12358500
1981,4,27,7120,USGS_12358500
1981,4,28,6590,USGS_12358500
1981,4,29,7850,USGS_12358500
1981,4,30,10500,USGS_12358500
1981,5,1,14200,USGS_12358500
1981,5,2,16400,USGS_12358500
1981,5,3,12200,USGS_12358500
1981,5,4,9560,USGS_12358500
1981,5,5,8280,USGS_12358500
1981,5,6,7480,USGS_12358500
1981,5,7,6650,USGS_12358500
1981,5,8,6030,USGS_12358500
1981,5,9,5550,USGS_12358500
1981,5,10,5250,USGS_12358500
1981,5,11,5150,USGS_12358500
1981,5,12,4920,USGS_12358500
1981,5,13,4680,USGS_12358500
1981,5,14,4640,USGS_12358500
1981,5,15,6000,USGS_12358500
1981,5,16,8380,USGS_12358500
1981,5,17,7750,USGS_12358500
1981,5,18,7240,USGS_12358500
1981,5,19,8960,USGS_12358500
1981,5,20,10700,USGS_12358500
1981,5,21,13000,USGS_12358500
1981,5,22,18400,USGS_12358500
1981,5,23,18800,USGS_12358500
1981,5,24,16500,USGS_12358500
1981,5,25,16100,USGS_12358500
1981,5,26,17400,USGS_12358500
1981,5,27,15600,USGS_12358500
1981,5,28,13800,USGS_12358500
1981,5,29,12400,USGS_12358500
1981,5,30,11700,USGS_12358500
1981,5,31,12100,USGS_12358500
1981,6,1,11300,USGS_12358500
1981,6,2,9330,USGS_12358500
1981,6,3,9390,USGS_12358500
1981,6,4,9890,USGS_12358500
1981,6,5,10100,USGS_12358500
1981,6,6,10400,USGS_12358500
1981,6,7,11200,USGS_12358500
1981,6,8,9610,USGS_12358500
1981,6,9,9140,USGS_12358500
1981,6,10,8970,USGS_12358500
1981,6,11,8280,USGS_12358500
1981,6,12,7710,USGS_12358500
1981,6,13,7690,USGS_12358500
1981,6,14,8080,USGS_12358500
1981,6,15,8330,USGS_12358500
1981,6,16,9490,USGS_12358500
1981,6,17,11700,USGS_12358500
1981,6,18,11100,USGS_12358500
1981,6,19,10000,USGS_12358500
1981,6,20,10600,USGS_12358500
1981,6,21,10800,USGS_12358500
1981,6,22,9570,USGS_12358500
1981,6,23,9250,USGS_12358500
1981,6,24,8840,USGS_12358500
1981,6,25,8310,USGS_12358500
1981,6,26,8420,USGS_12358500
1981,6,27,8840,USGS_12358500
1981,6,28,7980,USGS_12358500
1981,6,29,7170,USGS_12358500
1981,6,30,6940,USGS_12358500
1981,7,1,7350,USGS_12358500
1981,7,2,6630,USGS_12358500
1981,7,3,6120,USGS_12358500
1981,7,4,6090,USGS_12358500
1981,7,5,6120,USGS_12358500
1981,7,6,6110,USGS_12358500
1981,7,7,5960,USGS_12358500
1981,7,8,5410,USGS_12358500
1981,7,9,4680,USGS_12358500
1981,7,10,4340,USGS_12358500
1981,7,11,4300,USGS_12358500
1981,7,12,4160,USGS_12358500
1981,7,13,4120,USGS_12358500
1981,7,14,3950,USGS_12358500
1981,7,15,3630,USGS_12358500
1981,7,16,3410,USGS_12358500
1981,7,17,3320,USGS_12358500
1981,7,18,3310,USGS_12358500
1981,7,19,3330,USGS_12358500
1981,7,20,3240,USGS_12358500
1981,7,21,3190,USGS_12358500
1981,7,22,3040,USGS_12358500
1981,7,23,2850,USGS_12358500
1981,7,24,2710,USGS_12358500
1981,7,25,2550,USGS_12358500
1981,7,26,2420,USGS_12358500
1981,7,27,2300,USGS_12358500
1981,7,28,2280,USGS_12358500
1981,7,29,2260,USGS_12358500
1981,7,30,2160,USGS_12358500
1981,7,31,2010,USGS_12358500
1981,8,1,1870,USGS_12358500
1981,8,2,1800,USGS_12358500
1981,8,3,1740,USGS_12358500
1981,8,4,1690,USGS_12358500
1981,8,5,1630,USGS_12358500
1981,8,6,1580,USGS_12358500
1981,8,7,1540,USGS_12358500
1981,8,8,1540,USGS_12358500
1981,8,9,1540,USGS_12358500
1981,8,10,1490,USGS_12358500
1981,8,11,1430,USGS_12358500
1981,8,12,1390,USGS_12358500
1981,8,13,1370,USGS_12358500
1981,8,14,1350,USGS_12358500
1981,8,15,1410,USGS_12358500
1981,8,16,1350,USGS_12358500
1981,8,17,1280,USGS_12358500
1981,8,18,1220,USGS_12358500
1981,8,19,1160,USGS_12358500
1981,8,20,1120,USGS_12358500
1981,8,21,1100,USGS_12358500
1981,8,22,1040,USGS_12358500
1981,8,23,1000,USGS_12358500
1981,8,24,977,USGS_12358500
1981,8,25,953,USGS_12358500
1981,8,26,965,USGS_12358500
1981,8,27,977,USGS_12358500
1981,8,28,953,USGS_12358500
1981,8,29,907,USGS_12358500
1981,8,30,885,USGS_12358500
1981,8,31,919,USGS_12358500
1981,9,1,873,USGS_12358500
1981,9,2,885,USGS_12358500
1981,9,3,840,USGS_12358500
1981,9,4,808,USGS_12358500
1981,9,5,760,USGS_12358500
1981,9,6,720,USGS_12358500
1981,9,7,700,USGS_12358500
1981,9,8,680,USGS_12358500
1981,9,9,670,USGS_12358500
1981,9,10,660,USGS_12358500
1981,9,11,640,USGS_12358500
1981,9,12,620,USGS_12358500
1981,9,13,610,USGS_12358500
1981,9,14,600,USGS_12358500
1981,9,15,600,USGS_12358500
1981,9,16,590,USGS_12358500
1981,9,17,580,USGS_12358500
1981,9,18,580,USGS_12358500
1981,9,19,580,USGS_12358500
1981,9,20,580,USGS_12358500
1981,9,21,580,USGS_12358500
1981,9,22,590,USGS_12358500
1981,9,23,600,USGS_12358500
1981,9,24,590,USGS_12358500
1981,9,25,580,USGS_12358500
1981,9,26,560,USGS_12358500
1981,9,27,550,USGS_12358500
1981,9,28,540,USGS_12358500
1981,9,29,560,USGS_12358500
1981,9,30,570,USGS_12358500
1981,10,1,559,USGS_12358500
1981,10,2,551,USGS_12358500
1981,10,3,542,USGS_12358500
1981,10,4,526,USGS_12358500
1981,10,5,518,USGS_12358500
1981,10,6,509,USGS_12358500
1981,10,7,493,USGS_12358500
1981,10,8,486,USGS_12358500
1981,10,9,493,USGS_12358500
1981,10,10,493,USGS_12358500
1981,10,11,478,USGS_12358500
1981,10,12,470,USGS_12358500
1981,10,13,463,USGS_12358500
1981,10,14,456,USGS_12358500
1981,10,15,449,USGS_12358500
1981,10,16,442,USGS_12358500
1981,10,17,435,USGS_12358500
1981,10,18,429,USGS_12358500
1981,10,19,422,USGS_12358500
1981,10,20,415,USGS_12358500
1981,10,21,415,USGS_12358500
1981,10,22,409,USGS_12358500
1981,10,23,402,USGS_12358500
1981,10,24,396,USGS_12358500
1981,10,25,389,USGS_12358500
1981,10,26,389,USGS_12358500
1981,10,27,402,USGS_12358500
1981,10,28,402,USGS_12358500
1981,10,29,402,USGS_12358500
